doc_id,adu1_pos,adu2_pos,adu1_aty,adu2_aty,rel_label,adu1_text,adu2_text
215,2,1,Premise,Premise,none,"<AC> With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds </AC>",<AC> mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business </AC>
215,2,3,Premise,Premise,none,"<AC> With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds </AC>",<AC> it is generally felt that the access to these tools of communication is available in every corner of the world </AC>
215,2,4,Premise,Premise,none,"<AC> With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds </AC>","<AC> With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine </AC>"
215,2,5,Premise,Claim,Support,"<AC> With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds </AC>",<AC> these new forms of communication do bring a great deal of convenience to humankind </AC>
215,3,1,Premise,Premise,none,<AC> it is generally felt that the access to these tools of communication is available in every corner of the world </AC>,<AC> mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business </AC>
215,3,2,Premise,Premise,none,<AC> it is generally felt that the access to these tools of communication is available in every corner of the world </AC>,"<AC> With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds </AC>"
215,3,4,Premise,Premise,none,<AC> it is generally felt that the access to these tools of communication is available in every corner of the world </AC>,"<AC> With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine </AC>"
215,3,5,Premise,Claim,Support,<AC> it is generally felt that the access to these tools of communication is available in every corner of the world </AC>,<AC> these new forms of communication do bring a great deal of convenience to humankind </AC>
215,4,1,Premise,Premise,none,"<AC> With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine </AC>",<AC> mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business </AC>
215,4,2,Premise,Premise,none,"<AC> With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine </AC>","<AC> With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds </AC>"
215,4,3,Premise,Premise,none,"<AC> With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine </AC>",<AC> it is generally felt that the access to these tools of communication is available in every corner of the world </AC>
215,4,5,Premise,Claim,Support,"<AC> With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine </AC>",<AC> these new forms of communication do bring a great deal of convenience to humankind </AC>
215,5,1,Claim,Premise,none,<AC> these new forms of communication do bring a great deal of convenience to humankind </AC>,<AC> mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business </AC>
215,5,2,Claim,Premise,none,<AC> these new forms of communication do bring a great deal of convenience to humankind </AC>,"<AC> With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds </AC>"
215,5,3,Claim,Premise,none,<AC> these new forms of communication do bring a great deal of convenience to humankind </AC>,<AC> it is generally felt that the access to these tools of communication is available in every corner of the world </AC>
215,5,4,Claim,Premise,none,<AC> these new forms of communication do bring a great deal of convenience to humankind </AC>,"<AC> With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine </AC>"
216,1,2,Premise,Premise,none,<AC> the more privileged are able to enjoy the benefits </AC>,<AC> the wide spread use of these efficient and effective ways of communication costs a considerable amount of money </AC>
216,1,3,Premise,Premise,none,<AC> the more privileged are able to enjoy the benefits </AC>,<AC> Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services </AC>
216,1,4,Premise,Claim,Support,<AC> the more privileged are able to enjoy the benefits </AC>,<AC> people who live in poverty are less likely to be benefited from modern communication technologies </AC>
216,2,1,Premise,Premise,none,<AC> the wide spread use of these efficient and effective ways of communication costs a considerable amount of money </AC>,<AC> the more privileged are able to enjoy the benefits </AC>
216,2,3,Premise,Premise,none,<AC> the wide spread use of these efficient and effective ways of communication costs a considerable amount of money </AC>,<AC> Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services </AC>
216,2,4,Premise,Claim,Support,<AC> the wide spread use of these efficient and effective ways of communication costs a considerable amount of money </AC>,<AC> people who live in poverty are less likely to be benefited from modern communication technologies </AC>
216,3,1,Premise,Premise,none,<AC> Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services </AC>,<AC> the more privileged are able to enjoy the benefits </AC>
216,3,2,Premise,Premise,none,<AC> Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services </AC>,<AC> the wide spread use of these efficient and effective ways of communication costs a considerable amount of money </AC>
216,3,4,Premise,Claim,Support,<AC> Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services </AC>,<AC> people who live in poverty are less likely to be benefited from modern communication technologies </AC>
216,4,1,Claim,Premise,none,<AC> people who live in poverty are less likely to be benefited from modern communication technologies </AC>,<AC> the more privileged are able to enjoy the benefits </AC>
216,4,2,Claim,Premise,none,<AC> people who live in poverty are less likely to be benefited from modern communication technologies </AC>,<AC> the wide spread use of these efficient and effective ways of communication costs a considerable amount of money </AC>
216,4,3,Claim,Premise,none,<AC> people who live in poverty are less likely to be benefited from modern communication technologies </AC>,<AC> Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services </AC>
220,1,2,Premise,Claim,Support,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>,<AC> many university authorities provide music lessons for their students </AC>
220,1,3,Premise,Premise,none,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>,<AC> they live and study in a harmony with music </AC>
220,1,4,Premise,Premise,none,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>"
220,1,5,Premise,Premise,none,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>,<AC> music can be a useful and interesting solution </AC>
220,1,6,Premise,Premise,none,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>"
220,1,7,Premise,Premise,none,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>,<AC> students with a quite poor academic background can show themselves in the music </AC>
220,1,8,Premise,Premise,none,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>,<AC> the calm atmosphere in the class might be created </AC>
220,2,1,Claim,Premise,none,<AC> many university authorities provide music lessons for their students </AC>,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>
220,2,3,Claim,Premise,none,<AC> many university authorities provide music lessons for their students </AC>,<AC> they live and study in a harmony with music </AC>
220,2,4,Claim,Premise,none,<AC> many university authorities provide music lessons for their students </AC>,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>"
220,2,5,Claim,Premise,none,<AC> many university authorities provide music lessons for their students </AC>,<AC> music can be a useful and interesting solution </AC>
220,2,6,Claim,Premise,none,<AC> many university authorities provide music lessons for their students </AC>,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>"
220,2,7,Claim,Premise,none,<AC> many university authorities provide music lessons for their students </AC>,<AC> students with a quite poor academic background can show themselves in the music </AC>
220,2,8,Claim,Premise,none,<AC> many university authorities provide music lessons for their students </AC>,<AC> the calm atmosphere in the class might be created </AC>
220,3,1,Premise,Premise,none,<AC> they live and study in a harmony with music </AC>,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>
220,3,2,Premise,Claim,Support,<AC> they live and study in a harmony with music </AC>,<AC> many university authorities provide music lessons for their students </AC>
220,3,4,Premise,Premise,none,<AC> they live and study in a harmony with music </AC>,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>"
220,3,5,Premise,Premise,none,<AC> they live and study in a harmony with music </AC>,<AC> music can be a useful and interesting solution </AC>
220,3,6,Premise,Premise,none,<AC> they live and study in a harmony with music </AC>,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>"
220,3,7,Premise,Premise,none,<AC> they live and study in a harmony with music </AC>,<AC> students with a quite poor academic background can show themselves in the music </AC>
220,3,8,Premise,Premise,none,<AC> they live and study in a harmony with music </AC>,<AC> the calm atmosphere in the class might be created </AC>
220,4,1,Premise,Premise,none,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>",<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>
220,4,2,Premise,Claim,Support,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>",<AC> many university authorities provide music lessons for their students </AC>
220,4,3,Premise,Premise,none,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>",<AC> they live and study in a harmony with music </AC>
220,4,5,Premise,Premise,none,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>",<AC> music can be a useful and interesting solution </AC>
220,4,6,Premise,Premise,none,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>","<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>"
220,4,7,Premise,Premise,none,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>",<AC> students with a quite poor academic background can show themselves in the music </AC>
220,4,8,Premise,Premise,none,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>",<AC> the calm atmosphere in the class might be created </AC>
220,5,1,Premise,Premise,none,<AC> music can be a useful and interesting solution </AC>,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>
220,5,2,Premise,Claim,Support,<AC> music can be a useful and interesting solution </AC>,<AC> many university authorities provide music lessons for their students </AC>
220,5,3,Premise,Premise,none,<AC> music can be a useful and interesting solution </AC>,<AC> they live and study in a harmony with music </AC>
220,5,4,Premise,Premise,none,<AC> music can be a useful and interesting solution </AC>,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>"
220,5,6,Premise,Premise,none,<AC> music can be a useful and interesting solution </AC>,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>"
220,5,7,Premise,Premise,none,<AC> music can be a useful and interesting solution </AC>,<AC> students with a quite poor academic background can show themselves in the music </AC>
220,5,8,Premise,Premise,none,<AC> music can be a useful and interesting solution </AC>,<AC> the calm atmosphere in the class might be created </AC>
220,6,1,Premise,Premise,none,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>",<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>
220,6,2,Premise,Claim,Support,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>",<AC> many university authorities provide music lessons for their students </AC>
220,6,3,Premise,Premise,none,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>",<AC> they live and study in a harmony with music </AC>
220,6,4,Premise,Premise,none,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>","<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>"
220,6,5,Premise,Premise,none,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>",<AC> music can be a useful and interesting solution </AC>
220,6,7,Premise,Premise,none,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>",<AC> students with a quite poor academic background can show themselves in the music </AC>
220,6,8,Premise,Premise,none,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>",<AC> the calm atmosphere in the class might be created </AC>
220,7,1,Premise,Premise,none,<AC> students with a quite poor academic background can show themselves in the music </AC>,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>
220,7,2,Premise,Claim,Support,<AC> students with a quite poor academic background can show themselves in the music </AC>,<AC> many university authorities provide music lessons for their students </AC>
220,7,3,Premise,Premise,none,<AC> students with a quite poor academic background can show themselves in the music </AC>,<AC> they live and study in a harmony with music </AC>
220,7,4,Premise,Premise,none,<AC> students with a quite poor academic background can show themselves in the music </AC>,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>"
220,7,5,Premise,Premise,none,<AC> students with a quite poor academic background can show themselves in the music </AC>,<AC> music can be a useful and interesting solution </AC>
220,7,6,Premise,Premise,none,<AC> students with a quite poor academic background can show themselves in the music </AC>,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>"
220,7,8,Premise,Premise,none,<AC> students with a quite poor academic background can show themselves in the music </AC>,<AC> the calm atmosphere in the class might be created </AC>
220,8,1,Premise,Premise,none,<AC> the calm atmosphere in the class might be created </AC>,<AC> It is obvious that music has a great power which can positively influence on human being and its psychology </AC>
220,8,2,Premise,Claim,Support,<AC> the calm atmosphere in the class might be created </AC>,<AC> many university authorities provide music lessons for their students </AC>
220,8,3,Premise,Premise,none,<AC> the calm atmosphere in the class might be created </AC>,<AC> they live and study in a harmony with music </AC>
220,8,4,Premise,Premise,none,<AC> the calm atmosphere in the class might be created </AC>,"<AC> students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time </AC>"
220,8,5,Premise,Premise,none,<AC> the calm atmosphere in the class might be created </AC>,<AC> music can be a useful and interesting solution </AC>
220,8,6,Premise,Premise,none,<AC> the calm atmosphere in the class might be created </AC>,"<AC> if musical activity involves many participants , there will be co - operation and developed team work in the group , which is , of course , beneficial in their future life </AC>"
220,8,7,Premise,Premise,none,<AC> the calm atmosphere in the class might be created </AC>,<AC> students with a quite poor academic background can show themselves in the music </AC>
221,1,2,Premise,Premise,none,<AC> it is clear that music can have many mentally enhancing effects on students </AC>,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>"
221,1,3,Premise,Premise,none,<AC> it is clear that music can have many mentally enhancing effects on students </AC>,<AC> music is the art which requires special attitude towards it </AC>
221,1,4,Premise,Premise,none,<AC> it is clear that music can have many mentally enhancing effects on students </AC>,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>"
221,1,5,Premise,Claim,Support,<AC> it is clear that music can have many mentally enhancing effects on students </AC>,<AC> music and other entertaining subjects should be optional </AC>
221,1,6,Premise,Premise,none,<AC> it is clear that music can have many mentally enhancing effects on students </AC>,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>"
221,1,7,Premise,Premise,none,<AC> it is clear that music can have many mentally enhancing effects on students </AC>,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>"
221,2,1,Premise,Premise,none,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>",<AC> it is clear that music can have many mentally enhancing effects on students </AC>
221,2,3,Premise,Premise,none,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>",<AC> music is the art which requires special attitude towards it </AC>
221,2,4,Premise,Premise,none,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>","<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>"
221,2,5,Premise,Claim,Support,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>",<AC> music and other entertaining subjects should be optional </AC>
221,2,6,Premise,Premise,none,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>","<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>"
221,2,7,Premise,Premise,none,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>","<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>"
221,3,1,Premise,Premise,none,<AC> music is the art which requires special attitude towards it </AC>,<AC> it is clear that music can have many mentally enhancing effects on students </AC>
221,3,2,Premise,Premise,none,<AC> music is the art which requires special attitude towards it </AC>,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>"
221,3,4,Premise,Premise,none,<AC> music is the art which requires special attitude towards it </AC>,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>"
221,3,5,Premise,Claim,Support,<AC> music is the art which requires special attitude towards it </AC>,<AC> music and other entertaining subjects should be optional </AC>
221,3,6,Premise,Premise,none,<AC> music is the art which requires special attitude towards it </AC>,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>"
221,3,7,Premise,Premise,none,<AC> music is the art which requires special attitude towards it </AC>,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>"
221,4,1,Premise,Premise,none,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>",<AC> it is clear that music can have many mentally enhancing effects on students </AC>
221,4,2,Premise,Premise,none,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>","<AC> demand is not for musically orientated students , but for academically developed employees </AC>"
221,4,3,Premise,Premise,none,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>",<AC> music is the art which requires special attitude towards it </AC>
221,4,5,Premise,Claim,Support,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>",<AC> music and other entertaining subjects should be optional </AC>
221,4,6,Premise,Premise,none,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>","<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>"
221,4,7,Premise,Premise,none,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>","<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>"
221,5,1,Claim,Premise,none,<AC> music and other entertaining subjects should be optional </AC>,<AC> it is clear that music can have many mentally enhancing effects on students </AC>
221,5,2,Claim,Premise,none,<AC> music and other entertaining subjects should be optional </AC>,"<AC> demand is not for musically orientated students , but for academically developed employees </AC>"
221,5,3,Claim,Premise,none,<AC> music and other entertaining subjects should be optional </AC>,<AC> music is the art which requires special attitude towards it </AC>
221,5,4,Claim,Premise,none,<AC> music and other entertaining subjects should be optional </AC>,"<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>"
221,5,6,Claim,Premise,none,<AC> music and other entertaining subjects should be optional </AC>,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>"
221,5,7,Claim,Premise,none,<AC> music and other entertaining subjects should be optional </AC>,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>"
221,6,1,Premise,Premise,none,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>",<AC> it is clear that music can have many mentally enhancing effects on students </AC>
221,6,2,Premise,Premise,none,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>","<AC> demand is not for musically orientated students , but for academically developed employees </AC>"
221,6,3,Premise,Premise,none,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>",<AC> music is the art which requires special attitude towards it </AC>
221,6,4,Premise,Premise,none,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>","<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>"
221,6,5,Premise,Claim,Support,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>",<AC> music and other entertaining subjects should be optional </AC>
221,6,7,Premise,Premise,none,"<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>","<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>"
221,7,1,Premise,Premise,none,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>",<AC> it is clear that music can have many mentally enhancing effects on students </AC>
221,7,2,Premise,Premise,none,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>","<AC> demand is not for musically orientated students , but for academically developed employees </AC>"
221,7,3,Premise,Premise,none,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>",<AC> music is the art which requires special attitude towards it </AC>
221,7,4,Premise,Premise,none,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>","<AC> students can not obtain supposed impacts , unless they get interested in it more seriously </AC>"
221,7,5,Premise,Claim,Support,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>",<AC> music and other entertaining subjects should be optional </AC>
221,7,6,Premise,Premise,none,"<AC> students are to develop their professional skills by learning occupation - related subjects , rather than playing on guitar or singing a song </AC>","<AC> Nowadays , time is the most valuable thing in life with increased pace </AC>"
222,1,2,Claim,MajorClaim,none,<AC> music can help an individual to shape its character </AC>,<AC> An integration of music into learning process bound to be successful when it is not compulsory </AC>
222,2,1,MajorClaim,Claim,none,<AC> An integration of music into learning process bound to be successful when it is not compulsory </AC>,<AC> music can help an individual to shape its character </AC>
231,1,2,Claim,Premise,none,<AC> The benefits of teaching students different units are easily recognized </AC>,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>"
231,1,3,Claim,Premise,none,<AC> The benefits of teaching students different units are easily recognized </AC>,<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>
231,1,4,Claim,Premise,none,<AC> The benefits of teaching students different units are easily recognized </AC>,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>"
231,1,5,Claim,Premise,none,<AC> The benefits of teaching students different units are easily recognized </AC>,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>"
231,1,6,Claim,Premise,none,<AC> The benefits of teaching students different units are easily recognized </AC>,<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>
231,2,1,Premise,Claim,Support,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>",<AC> The benefits of teaching students different units are easily recognized </AC>
231,2,3,Premise,Premise,none,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>",<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>
231,2,4,Premise,Premise,none,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>","<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>"
231,2,5,Premise,Premise,none,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>","<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>"
231,2,6,Premise,Premise,none,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>",<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>
231,3,1,Premise,Claim,Support,<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>,<AC> The benefits of teaching students different units are easily recognized </AC>
231,3,2,Premise,Premise,none,<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>"
231,3,4,Premise,Premise,none,<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>"
231,3,5,Premise,Premise,none,<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>"
231,3,6,Premise,Premise,none,<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>,<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>
231,4,1,Premise,Claim,Support,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>",<AC> The benefits of teaching students different units are easily recognized </AC>
231,4,2,Premise,Premise,none,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>","<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>"
231,4,3,Premise,Premise,none,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>",<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>
231,4,5,Premise,Premise,none,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>","<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>"
231,4,6,Premise,Premise,none,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>",<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>
231,5,1,Premise,Claim,Attack,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>",<AC> The benefits of teaching students different units are easily recognized </AC>
231,5,2,Premise,Premise,none,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>","<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>"
231,5,3,Premise,Premise,none,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>",<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>
231,5,4,Premise,Premise,none,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>","<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>"
231,5,6,Premise,Premise,none,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>",<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>
231,6,1,Premise,Claim,Attack,<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>,<AC> The benefits of teaching students different units are easily recognized </AC>
231,6,2,Premise,Premise,none,<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>,"<AC> with some basic knowledge of diverse fields , students have more options in choosing specialized areas or jobs in the future </AC>"
231,6,3,Premise,Premise,none,<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>,<AC> Teenagers are still too young and immature to decide what they are going to dedicate </AC>
231,6,4,Premise,Premise,none,<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>,"<AC> In students ' point of view , the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes </AC>"
231,6,5,Premise,Premise,none,<AC> most students regard the extra knowledge useless and impractical for their future jobs </AC>,"<AC> still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done </AC>"
232,1,2,Claim,Premise,none,<AC> this education model can cultivate more talents who specialized in different areas and increase studying effectiveness </AC>,<AC> students can devote more time and efforts in one subject and reduce pressure from other subjects </AC>
232,1,3,Claim,Premise,none,<AC> this education model can cultivate more talents who specialized in different areas and increase studying effectiveness </AC>,"<AC> under such target - oriented education environment , teenagers may be hard to regret their original choice and change their specialized field in their further study </AC>"
232,1,4,Claim,Premise,none,<AC> this education model can cultivate more talents who specialized in different areas and increase studying effectiveness </AC>,<AC> the dullness of course may deeply influence their passion on study </AC>
232,2,1,Premise,Claim,Support,<AC> students can devote more time and efforts in one subject and reduce pressure from other subjects </AC>,<AC> this education model can cultivate more talents who specialized in different areas and increase studying effectiveness </AC>
232,2,3,Premise,Premise,none,<AC> students can devote more time and efforts in one subject and reduce pressure from other subjects </AC>,"<AC> under such target - oriented education environment , teenagers may be hard to regret their original choice and change their specialized field in their further study </AC>"
