doc_id,essay_id,para_id,para_types,span_pos,adu_pos,aty,parent_pos,afu,text,rel_pairs,root
485,87,485,body,6,3,Premise,4,Support,"In fact ,  some countries depend on tourism as their main source of revenue ","[(0, 3), (2, 3), (4, 3)]",0
485,87,485,body,7,0,none,0,none,,none,-1
485,87,485,body,8,4,Claim,0,none,", thus ,  the governments should help arts ","[(3, 3)]",2
485,87,485,body,9,0,none,0,none,,none,-1
485,87,485,body,10,5,Premise,4,Support,because  their work crafts are very necessary to boost the tourist industry ,"[(0, 3), (2, 3), (4, 3)]",0
485,87,485,body,11,0,none,0,none,. </para-body>,none,-1
486,87,486,body,1,0,none,0,none,<para-body>,none,-1
486,87,486,body,2,1,Premise,2,Support,"In addition ,  sculptures and paintings in the museums and art galleries generally reflect the culture and civilization of every generation ","[(0, 1), (2, 1)]",0
486,87,486,body,3,0,none,0,none,.,none,-1
486,87,486,body,4,2,Claim,0,none,"Therefore ,  culture and history of a country can be reserved and assured by art ","[(1, 1)]",2
486,87,486,body,5,0,none,0,none,,none,-1
486,87,486,body,6,3,Premise,2,Support,.  Young people are also able to get more knowledge about their country ' s history and culture by observing various work crafts ,"[(0, 1), (2, 1)]",0
486,87,486,body,7,0,none,0,none,. </para-body>,none,-1
487,87,487,body,1,0,none,0,none,<para-body>,none,-1
487,87,487,body,2,1,Claim,0,none,Another reason why artists should be helped is because  talent in art is extremely precious and should not be wasted ,"[(0, 0)]",2
487,87,487,body,3,0,none,0,none,.,none,-1
487,87,487,body,4,2,Premise,3,Support,"Indeed ,  not many people are blessed in the talent of paintings and work crafts ","[(2, 0), (1, 2)]",0
487,87,487,body,5,0,none,0,none,.,none,-1
487,87,487,body,6,3,Premise,1,Support,"Hence ,  this type of talent has to be valued as other types of talents such as talent in science or literature ","[(2, 0)]",0
487,87,487,body,7,0,none,0,none,. </para-body>,none,-1
488,87,488,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
488,87,488,conclusion,2,1,Claim,0,none,"To sum up ,  art is a very valuable object for every country and the talent in this area cannot be discovered everywhere ",[],0
488,87,488,conclusion,3,0,none,0,none,,none,-1
488,87,488,conclusion,4,2,MajorClaim,0,none,", so I think  governments should help and encourage artists to continue their work ",[],0
488,87,488,conclusion,5,0,none,0,none,. </para-conclusion>,none,-1
501,90,501,intro,1,0,none,0,none,"<para-intro> Although some of my neighbors will oppose this idea , personally I approve it",none,-1
501,90,501,intro,2,1,MajorClaim,0,none,.  The new high school will bring a lot of advantages to my community ,[],0
501,90,501,intro,3,0,none,0,none,,none,-1
501,90,501,intro,4,2,Claim,0,none,".  The high school of my district is pretty old and lacks in necessities for students , so they can ' t get enough education ",[],0
501,90,501,intro,5,0,none,0,none,.,none,-1
501,90,501,intro,6,3,MajorClaim,0,none,I really believe that  new high school is a great addition to the educational system of my community ,[],0
501,90,501,intro,7,0,none,0,none,. </para-intro>,none,-1
502,90,502,body,1,0,none,0,none,<para-body>,none,-1
502,90,502,body,2,1,Claim,0,none,"Firstly , I think that  the new high school will bring a lots of opportunities for student concerned in education ","[(0, 0)]",2
502,90,502,body,3,0,none,0,none,,none,-1
502,90,502,body,4,2,Premise,1,Support,".  Their old high school is pretty old and need in new educational materials , repairing of the place for sport activities ","[(1, 0), (3, 0), (4, 0)]",0
502,90,502,body,5,0,none,0,none,.,none,-1
502,90,502,body,6,3,Premise,4,Support,Also  the laboratory of physics and chemistry was in bad condition ,"[(1, 0), (3, 0), (4, 0), (2, 3)]",0
502,90,502,body,7,0,none,0,none,,none,-1
502,90,502,body,8,4,Premise,1,Support,", so  the students can ' t study well during the classes ","[(1, 0), (3, 0), (4, 0)]",0
502,90,502,body,9,0,none,0,none,,none,-1
502,90,502,body,10,5,Premise,1,Support,.  They will study with new breath and great enthusiasm in new school ,"[(1, 0), (3, 0), (4, 0)]",0
502,90,502,body,11,0,none,0,none,. </para-body>,none,-1
503,90,503,body,1,0,none,0,none,<para-body>,none,-1
503,90,503,body,2,1,Claim,0,none,"Secondly ,  the new high school will be a place for new connections between the student of different communities and districts of the city ","[(0, 0)]",2
503,90,503,body,3,0,none,0,none,,none,-1
503,90,503,body,4,2,Premise,1,Support,".  After classes students and not only the students will get together in building of high school , participate in different competitions ","[(1, 0), (2, 0), (3, 0), (4, 0)]",0
503,90,503,body,5,0,none,0,none,.,none,-1
503,90,503,body,6,3,Premise,1,Support,For instance  during the football match the students of different high schools will come and after the competition they will keep in touch ,"[(1, 0), (2, 0), (3, 0), (4, 0)]",0
503,90,503,body,7,0,none,0,none,,none,-1
503,90,503,body,8,4,Premise,1,Support,.  This will increase the social connections of the students ,"[(1, 0), (2, 0), (3, 0), (4, 0)]",0
503,90,503,body,9,0,none,0,none,,none,-1
503,90,503,body,10,5,Premise,1,Attack,.  The only disadvantage is the noisiness of the competitions ,"[(1, 0), (2, 0), (3, 0), (4, 0)]",0
503,90,503,body,11,0,none,0,none,,none,-1
503,90,503,body,12,6,Premise,5,Support,.  The people living in the neighborhood will be a bit perturbed ,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 4)]",0
503,90,503,body,13,0,none,0,none,,none,-1
503,90,503,body,14,7,Premise,6,Attack,", but I think  this isn ' t a important reason for ceasing the competitions ","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 4), (6, 5)]",0
503,90,503,body,15,0,none,0,none,. </para-body>,none,-1
504,90,504,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
504,90,504,conclusion,2,1,Claim,0,none,"To sum up ,  this new construction has a lot of advantages like new connections between students from different communities , also the new educational equipment will increase the students ' enthusiasm toward studying ",[],0
504,90,504,conclusion,3,0,none,0,none,,none,-1
504,90,504,conclusion,4,2,Claim,0,none,.  The only disadvantage is the nosiness of competitions which students will participate ,"[(1, 1)]",2
504,90,504,conclusion,5,0,none,0,none,,none,-1
504,90,504,conclusion,6,3,Premise,2,Support,", but I think that  it isn ' t a big deal ","[(2, 1)]",0
504,90,504,conclusion,7,0,none,0,none,.,none,-1
504,90,504,conclusion,8,4,MajorClaim,0,Support,So  the new high school will be a great addition for my environment ,[],0
504,90,504,conclusion,9,0,none,0,none,. </para-conclusion>,none,-1
506,91,506,intro,1,0,none,0,none,"<para-intro> It might seem that teenaged children particularly in age of 15 - 18 are fully grown , so they do not need any help for making important decisions .",none,-1
506,91,506,intro,2,1,MajorClaim,0,none,"However , in my opinion ,  teenagers need more attention and help in comparison with the higher ages ",[],0
506,91,506,intro,3,0,none,0,none,. I will discuss my view in two main areas . </para-intro>,none,-1
507,91,507,body,1,0,none,0,none,<para-body>,none,-1
507,91,507,body,2,1,Premise,2,Support,"In the first place , there is no doubt that  parents and other adult relatives are more experienced towards children ","[(0, 1), (3, 1), (4, 1)]",0
507,91,507,body,3,0,none,0,none,,none,-1
507,91,507,body,4,2,Claim,0,none,", therefore  they are the best advisor for their children ","[(1, 1)]",2
507,91,507,body,5,0,none,0,none,,none,-1
507,91,507,body,6,3,Premise,4,Support,.  They have experienced a large numbers of stuffs during their life ,"[(0, 1), (3, 1), (4, 1), (2, 3)]",0
507,91,507,body,7,0,none,0,none,,none,-1
507,91,507,body,8,4,Premise,2,Support,", so  if children listen to their advices they can prevent happening worst things ","[(0, 1), (3, 1), (4, 1)]",0
507,91,507,body,9,0,none,0,none,.,none,-1
507,91,507,body,10,5,Premise,2,Support,"Also ,  they can save value things in their life such as time and money , and enjoy they life with the best way ","[(0, 1), (3, 1), (4, 1)]",0
507,91,507,body,11,0,none,0,none,. </para-body>,none,-1
508,91,508,body,1,0,none,0,none,<para-body>,none,-1
508,91,508,body,2,1,Claim,0,none,"Moreover , I have always believed that  parents and adults relatives are the best friends and consular for the teenagers ","[(0, 0)]",2
508,91,508,body,3,0,none,0,none,,none,-1
508,91,508,body,4,2,Premise,1,Support,", because  unfortunately nowadays there are some individuals who cheat the others for gaining more power and money ","[(1, 0), (2, 0)]",0
508,91,508,body,5,0,none,0,none,,none,-1
508,91,508,body,6,3,Premise,1,Support,.  They cheat young ages ,"[(1, 0), (2, 0)]",0
508,91,508,body,7,0,none,0,none,,none,-1
508,91,508,body,8,4,Premise,3,Support,because  they believe they are immature and they can trap them easily ,"[(1, 0), (2, 0), (3, 2)]",0
508,91,508,body,9,0,none,0,none,. </para-body>,none,-1
509,91,509,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
509,91,509,conclusion,2,1,MajorClaim,0,none,"To sum up , it makes no difference , people from young ages to old ages are free to make a decision , nonetheless sometimes to prevent some problems coming up for young individuals ,  it is a good idea to ask parents and adult relatives to give a piece of advice ",[],0
509,91,509,conclusion,3,0,none,0,none,. </para-conclusion>,none,-1
511,92,511,intro,1,0,none,0,none,"<para-intro> You hardly ever can find a person who says that he or she had unpleasant childhood . When individuals reminisce their memories they absolutely infer to some of their childhood events . As much as their events might were bitter , in their adulthood they are sweet .",none,-1
511,92,511,intro,2,1,MajorClaim,0,none,"In my opinion ,  childhood is definitely the happiest time of people life in two main areas ",[],0
511,92,511,intro,3,0,none,0,none,. </para-intro>,none,-1
512,92,512,body,1,0,none,0,none,<para-body>,none,-1
512,92,512,body,2,1,Premise,3,Support,"In the first place ,  children are free whatever they want to do , they are not restricted and their limitation are really rare ","[(0, 2)]",0
512,92,512,body,3,0,none,0,none,.,none,-1
512,92,512,body,4,2,Premise,1,Support,Because  they are in the age of growth and they are allowed whatever they want to do to experience new stuffs ,"[(0, 2), (1, 0)]",0
512,92,512,body,5,0,none,0,none,.,none,-1
512,92,512,body,6,3,Claim,0,none,Therefore  there is no argument and punishment for them ,"[(2, 2)]",2
512,92,512,body,7,0,none,0,none,. </para-body>,none,-1
513,92,513,body,1,0,none,0,none,<para-body>,none,-1
513,92,513,body,2,1,Claim,0,none,"In addition ,  in this age they are not expected to be responsible ",[],0
513,92,513,body,3,0,none,0,none,.,none,-1
513,92,513,body,4,2,Premise,3,Support,"Also ,  they do not have to educate and they do not have to work ","[(1, 2), (3, 2), (4, 2)]",0
513,92,513,body,5,0,none,0,none,,none,-1
513,92,513,body,6,3,Claim,0,none,", so  they have a lot of time in their hand to enjoy this stage of their life ","[(2, 2)]",2
513,92,513,body,7,0,none,0,none,.,none,-1
513,92,513,body,8,4,Premise,3,Support,"As a matter of fact ,  I made a large number of friends in this age , and I almost traveled to all cities of my county when I was in kindergarten ","[(1, 2), (3, 2), (4, 2)]",0
513,92,513,body,9,0,none,0,none,.,none,-1
513,92,513,body,10,5,Premise,3,Support,Also  I got familiar with different kind of animals and plants in this age ,"[(1, 2), (3, 2), (4, 2)]",0
513,92,513,body,11,0,none,0,none,. </para-body>,none,-1
514,92,514,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
514,92,514,conclusion,2,1,MajorClaim,0,none,"All in all , I would maintain that  the best phase of people life is their childhood ",[],0
514,92,514,conclusion,3,0,none,0,none,,none,-1
514,92,514,conclusion,4,2,Claim,0,none,".  They not only free to do whatever they want without any confine or punishment , but also they are free and have a lot of time in their hands to try and experience new things and enjoy them ",[],0
514,92,514,conclusion,5,0,none,0,none,. </para-conclusion>,none,-1
516,93,516,intro,1,0,none,0,none,"<para-intro> From many centuries ago , universities have been playing an important role in ones ' life . Different people attend university for different point of views .",none,-1
516,93,516,intro,2,1,MajorClaim,0,none,"In my perspective ,  the three most reasons are increased knowledge , career preparation and new experiences ",[],0
516,93,516,intro,3,0,none,0,none,. </para-intro>,none,-1
517,93,517,body,1,0,none,0,none,<para-body>,none,-1
517,93,517,body,2,1,Premise,5,Support,"First of all ,  for most people , university is an ideal place for them to develop their understanding ","[(0, 4), (2, 4), (3, 4)]",0
517,93,517,body,3,0,none,0,none,.,none,-1
517,93,517,body,4,2,Premise,3,Support,"Truthfully ,  in this wonderful academic environment , everyone is provided with varieties and gigantic number of information by a lot of professors and well - trained teachers ","[(0, 4), (2, 4), (3, 4), (1, 2)]",0
517,93,517,body,5,0,none,0,none,.,none,-1
517,93,517,body,6,3,Premise,5,Support,"Thus ,  people are able to strengthen their knowledge ","[(0, 4), (2, 4), (3, 4)]",0
517,93,517,body,7,0,none,0,none,.,none,-1
517,93,517,body,8,4,Premise,5,Support,"Moreover ,  through the instructions of teachers , the sufficient infrastructure such as laboratory , library , students is capable of doing research on every academic aspect ","[(0, 4), (2, 4), (3, 4)]",0
517,93,517,body,9,0,none,0,none,.,none,-1
517,93,517,body,10,5,Claim,0,none,"Therefore ,  they can gain a deep sight into what are they studying ","[(4, 4)]",2
517,93,517,body,11,0,none,0,none,. </para-body>,none,-1
518,93,518,body,1,0,none,0,none,"<para-body> Secondly , studying in university means that you have totally turned into a different page of your life , which included many new experiences",none,-1
518,93,518,body,2,1,Premise,2,Support,".  The number of individual who enroll in university are enormous , more than any school one person have studied ","[(0, 1), (2, 1), (3, 1)]",0
518,93,518,body,3,0,none,0,none,.,none,-1
518,93,518,body,4,2,Claim,0,none,"Thus ,  students are given such fantastic chance to create new and wide relationships with a lot of people from any corner of one nation , even from the whole world ","[(1, 1)]",2
518,93,518,body,5,0,none,0,none,.,none,-1
518,93,518,body,6,3,Premise,2,Support,"For instance ,  my brother are studying in an international university with a mixed community include Vietnam , Brazil , Argentina , etc ","[(0, 1), (2, 1), (3, 1)]",0
518,93,518,body,7,0,none,0,none,,none,-1
518,93,518,body,8,4,Premise,2,Support,".  And he told me that he is very excited for experiencing such new environment , which is one of his main purposes when attending university ","[(0, 1), (2, 1), (3, 1)]",0
518,93,518,body,9,0,none,0,none,. </para-body>,none,-1
519,93,519,body,1,0,none,0,none,<para-body>,none,-1
519,93,519,body,2,1,Claim,0,none,"Last but not least ,  preparing for career is an essential function of university ","[(0, 0)]",2
519,93,519,body,3,0,none,0,none,,none,-1
519,93,519,body,4,2,Premise,3,Support,".  Students not only do homework , assignment and attend class but also need to participate in volunteer work , internship and part time job ","[(2, 0), (3, 0), (1, 2)]",0
519,93,519,body,5,0,none,0,none,.,none,-1
519,93,519,body,6,3,Premise,1,Support,"Thus ,  they can have some experiences in the outside world and discover what their life goals are ","[(2, 0), (3, 0)]",0
519,93,519,body,7,0,none,0,none,.,none,-1
519,93,519,body,8,4,Premise,1,Support,"After all ,  they know where and what to put high emphasis on in order to achieve their objectives ","[(2, 0), (3, 0)]",0
519,93,519,body,9,0,none,0,none,. </para-body>,none,-1
520,93,520,conclusion,1,0,none,0,none,"<para-conclusion> In summation , people may attend university for various reasons . Some want to enjoy new experiences , some are going to prepare for their future career , while others are eager to develop their understanding .",none,-1
520,93,520,conclusion,2,1,MajorClaim,0,none,"Even though the purposes could be various ,  everybody who is studying in university should concentrate on the objectives and try their best ",[],0
520,93,520,conclusion,3,0,none,0,none,. </para-conclusion>,none,-1
528,95,528,intro,1,0,none,0,none,<para-intro> High school is the time when you decide your future career and particular field you want to concentrate and interested in .,none,-1
528,95,528,intro,2,1,MajorClaim,0,none,"In my opinion  high school should permit students to choose courses they want for several reasons which are freedom of choice , to have progress in students grades and knowledge as well as to help students explore their aptitude ",[],0
528,95,528,intro,3,0,none,0,none,. </para-intro>,none,-1
529,95,529,body,1,0,none,0,none,<para-body>,none,-1
529,95,529,body,2,1,Claim,0,none,"First of all , as I mentioned above  students should have a right to choose what they want to study ","[(0, 0)]",2
529,95,529,body,3,0,none,0,none,,none,-1
529,95,529,body,4,2,Premise,1,Support,.  Not allowing students their desired subjects to be chosen is a restriction of human rights ,"[(1, 0), (2, 0)]",0
529,95,529,body,5,0,none,0,none,,none,-1
529,95,529,body,6,3,Premise,1,Support,.  As children of independent country we should know our rights and opportunities we have in order to achieve our goals and dreams ,"[(1, 0), (2, 0)]",0
529,95,529,body,7,0,none,0,none,. </para-body>,none,-1
530,95,530,body,1,0,none,0,none,<para-body>,none,-1
530,95,530,body,2,1,Premise,4,Support,"Next ,  students should choose their classes to have progress in their studies and grades ","[(0, 3), (1, 3), (2, 3)]",0
530,95,530,body,3,0,none,0,none,.,none,-1
530,95,530,body,4,2,Premise,4,Support,"Also ,  we can avoid conflicts among students and teachers which can be enjoyable and productive for both instructor and students ","[(0, 3), (1, 3), (2, 3)]",0
530,95,530,body,5,0,none,0,none,.,none,-1
530,95,530,body,6,3,Premise,4,Support,"For example ,  when I was taking art class everyone shared the same interests and it was easy to understand each other ","[(0, 3), (1, 3), (2, 3)]",0
530,95,530,body,7,0,none,0,none,,none,-1
530,95,530,body,8,4,Claim,0,none,.  Giving chance students to choose their interested fields of study is merit ,"[(3, 3)]",2
530,95,530,body,9,0,none,0,none,. </para-body>,none,-1
531,95,531,body,1,0,none,0,none,<para-body>,none,-1
531,95,531,body,2,1,Premise,3,Support,"Lastly , the most important reason I support this idea is  he or she can explore in an area she / he has an aptitude ","[(0, 2), (1, 2)]",0
531,95,531,body,3,0,none,0,none,,none,-1
531,95,531,body,4,2,Premise,3,Support,.  When schools can give such kind of opportunity the students are likely do their best and succeed in their future lives which is one of the point most people get education ,"[(0, 2), (1, 2)]",0
531,95,531,body,5,0,none,0,none,.,none,-1
531,95,531,body,6,3,Claim,0,none,"Furthermore ,  this type of opportunities can raise future geniuses ","[(2, 2)]",2
531,95,531,body,7,0,none,0,none,. </para-body>,none,-1
532,95,532,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
532,95,532,conclusion,2,1,MajorClaim,0,none,"In conclusion , as a young women  I want my children to get knowledge they have desire to study in order to have distinguished achievement ",[],0
532,95,532,conclusion,3,0,none,0,none,,none,-1
532,95,532,conclusion,4,2,Claim,0,none,so  it has advantage not only for him or her but for society as well ,[],0
532,95,532,conclusion,5,0,none,0,none,". Having three reasons helps us to bring up students who are well - educated , with a bright and independent mind . </para-conclusion>",none,-1
534,96,534,intro,1,0,none,0,none,"<para-intro> Tourist trade is becoming a powerful engine for the economy . Nevertheless , some individuals believe that this position ignores the ecological and environmental destruction , as a result of tourist activities , and its adverse effects on local communities and ecosystems .",none,-1
534,96,534,intro,2,1,MajorClaim,0,none,"While both positions seem reasonable , my view is that ,  through proper management and regulation , a booming tourist industry is an excellent source of economic growth and wealth for rural and urban areas ",[],0
534,96,534,intro,3,0,none,0,none,. </para-intro>,none,-1
535,96,535,body,1,1,Claim,0,none,<para-body>  The most obvious merit is that tourism can vastly boost economic development in a particular state or region ,"[(0, 0)]",2
535,96,535,body,2,0,none,0,none,,none,-1
535,96,535,body,3,2,Premise,1,Support,".  This takes place , not only through direct expenditure from tourists , but also because it provides direct and indirect jobs to the community , including retail , agriculture , and in the service industry ","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0)]",0
535,96,535,body,4,0,none,0,none,,none,-1
535,96,535,body,5,3,Premise,1,Support,".  The increasing tax and the expansion of local markets for accommodation , luxury goods amongst others are also a result of a solid , well - regulated tourism programs ","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0)]",0
535,96,535,body,6,0,none,0,none,.,none,-1
535,96,535,body,7,4,Premise,1,Support,"Furthermore ,  tourism provides a considerable number of direct and indirect jobs to the community , including retail , hotels , transport , agriculture , and in the service industry ","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0)]",0
535,96,535,body,8,0,none,0,none,,none,-1
535,96,535,body,9,5,Premise,1,Support,.  This increase of job opportunities allows more people to make significant contribution to society through the purchasing of commodities by their growing incomes ,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0)]",0
535,96,535,body,10,0,none,0,none,.,none,-1
535,96,535,body,11,6,Premise,1,Support,"As a result ,  this gives energy to the economic cycle , generating local economic prosperity in return ","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0)]",0
535,96,535,body,12,0,none,0,none,. </para-body>,none,-1
536,96,536,body,1,1,Claim,0,none,"<para-body>  Some people may oppose these , citing the environmental and cultural destruction caused by tourism ","[(0, 0)]",2
536,96,536,body,2,0,none,0,none,.,none,-1
536,96,536,body,3,2,Premise,1,Attack,"In fact ,  compared to the tourism industry , other alternatives , like resource extraction and manufacture , are far worse destroyers ","[(1, 0), (3, 0), (4, 0)]",0
536,96,536,body,4,0,none,0,none,.,none,-1
536,96,536,body,5,3,Premise,2,Support,"For instance ,  paper mills pour hundreds and thousands of tons of contamination into rivers , causing severe water pollution ","[(1, 0), (3, 0), (4, 0), (2, 1)]",0
536,96,536,body,6,0,none,0,none,.,none,-1
536,96,536,body,7,4,Premise,1,Attack,"On the other hand ,  the dramatic majority of tourist , particularly those who tend to spending a wealth of time and money locating and visiting rustic villages , are well educated ","[(1, 0), (3, 0), (4, 0)]",0
536,96,536,body,8,0,none,0,none,,none,-1
536,96,536,body,9,5,Premise,1,Attack,.  It is illogical to believe that these rational folks will not conduct themselves decently if required to do so ,"[(1, 0), (3, 0), (4, 0)]",0
536,96,536,body,10,0,none,0,none,. </para-body>,none,-1
537,96,537,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
537,96,537,conclusion,2,1,MajorClaim,0,none,"After careful consideration of both sides of the argument ,  the tourism sector is desirable for its important socioeconomic advantages ",[],0
537,96,537,conclusion,3,0,none,0,none,.,none,-1
537,96,537,conclusion,4,2,MajorClaim,0,none,"In conclusion ,  it is evident that under suitable administration , the benefits of tourism outweigh its drawbacks ",[],0
537,96,537,conclusion,5,0,none,0,none,. </para-conclusion>,none,-1
539,97,539,intro,1,0,none,0,none,<para-intro> The issue of governmental financing provision to aesthetic features in the society has sparked a heated debate .,none,-1
539,97,539,intro,2,1,MajorClaim,0,none,"While some argue that the budget allocation to the arts is waste of national resources and the money should instead be spent on public services , I contend that  this investment in field of the arts would be in the best interest of a society ",[],0
539,97,539,intro,3,0,none,0,none,. </para-intro>,none,-1
540,97,540,body,1,0,none,0,none,<para-body>,none,-1
540,97,540,body,2,1,Claim,0,none,"First of all , there is no doubt that  governments are liable for providing societies with appropriate public services and adequate facilities in an efficient way ","[(0, 0)]",2
540,97,540,body,3,0,none,0,none,.,none,-1
540,97,540,body,4,2,Premise,1,Support,"Admittedly ,  no one should suffer from any sort of deficiency in field of health , education , transportation and communication ","[(1, 0), (3, 0)]",0
540,97,540,body,5,0,none,0,none,.,none,-1
540,97,540,body,6,3,Premise,2,Attack,"However ,  these could only help individuals with their physical requirements ","[(1, 0), (3, 0), (2, 1)]",0
540,97,540,body,7,0,none,0,none,,none,-1
540,97,540,body,8,4,Premise,1,Attack,.  There is also a burden on the government to highly concern about the people mental health initiatives which would be unconsciously or sensibly provided by the arts ,"[(1, 0), (3, 0)]",0
540,97,540,body,9,0,none,0,none,. </para-body>,none,-1
541,97,541,body,1,0,none,0,none,<para-body>,none,-1
541,97,541,body,2,1,Claim,0,none,"On top of this ,  the arts play a pivotal role in all - round development of a society ","[(0, 0)]",2
541,97,541,body,3,0,none,0,none,,none,-1
541,97,541,body,4,2,Premise,1,Support,".  No developed country could be named that music , painting , literature and other fields of arts are out of its government consideration ","[(1, 0), (2, 0)]",0
541,97,541,body,5,0,none,0,none,,none,-1
541,97,541,body,6,3,Premise,1,Support,".  Enriching people ' s life and enlightening their thoughts , the arts basically affect the enhancement of societies in many positive ways ","[(1, 0), (2, 0)]",0
541,97,541,body,7,0,none,0,none,. </para-body>,none,-1
542,97,542,body,1,0,none,0,none,<para-body>,none,-1
542,97,542,body,2,1,Claim,0,none,"Furthermore ,  investing in art could bring employment opportunities and could end in return of capital occasionally ","[(0, 0)]",2
542,97,542,body,3,0,none,0,none,,none,-1
542,97,542,body,4,2,Premise,1,Support,.  The investment could be paid back through the values of the created works of art which as a matter of fact should be considered as national possessions ,"[(1, 0)]",0
542,97,542,body,5,0,none,0,none,. </para-body>,none,-1
543,97,543,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
543,97,543,conclusion,2,1,Claim,0,none,"To sum up ,  not only could investing in art be considered as wasting money at any kind ",[],0
543,97,543,conclusion,3,0,none,0,none,,none,-1
543,97,543,conclusion,4,2,MajorClaim,0,none,", but also  it would enriches the culture of the society and governments and individuals would benefit from it in multiple ways ",[],0
543,97,543,conclusion,5,0,none,0,none,. </para-conclusion>,none,-1
546,98,546,body,1,1,Premise,4,Support,<para-body>  A full time job with a steady income was enough for a potential employee to support himself and his family ,"[(0, 3), (1, 3), (2, 3)]",0
546,98,546,body,2,0,none,0,none,.,none,-1
546,98,546,body,3,2,Premise,4,Support,"But  with the recent recession , almost all the countries all over the world are seeing significant economic downfall ","[(0, 3), (1, 3), (2, 3)]",0
546,98,546,body,4,0,none,0,none,,none,-1
546,98,546,body,5,3,Premise,4,Support,.  This overwhelming crisis is prompting delayering and reduction of workers ,"[(0, 3), (1, 3), (2, 3)]",0
546,98,546,body,6,0,none,0,none,.,none,-1
546,98,546,body,7,4,Claim,0,none,"As a result ,  people are focusing on doing several jobs or gaining further qualification to secure their economic condition ","[(3, 3)]",2
546,98,546,body,8,0,none,0,none,. </para-body>,none,-1
547,98,547,body,1,0,none,0,none,<para-body>,none,-1
547,98,547,body,2,1,Premise,4,Support,"Moreover ,  the arrival of technology has also been playing a major role promoting further unemployment ","[(3, 4), (5, 4), (0, 3), (1, 3), (2, 3)]",0
547,98,547,body,3,0,none,0,none,.,none,-1
547,98,547,body,4,2,Premise,4,Support,"The official term of it is named "" Technological Unemployment "".  North American economists have published reports after scrutinizing the recent American economic situation that , technology is eliminating more jobs than creating one ","[(3, 4), (5, 4), (0, 3), (1, 3), (2, 3)]",0
547,98,547,body,5,0,none,0,none,.,none,-1
547,98,547,body,6,3,Premise,4,Support,"For example ,  robots , automation and softwares are taking over manual human workers professions such as clerks , interpreters , security services , retails and specially in manufacturing companies ","[(3, 4), (5, 4), (0, 3), (1, 3), (2, 3)]",0
547,98,547,body,7,0,none,0,none,.,none,-1
547,98,547,body,8,4,Premise,5,Support,Thus  many people ' s jobs are now at high stake ,"[(3, 4), (5, 4)]",0
547,98,547,body,9,0,none,0,none,,none,-1
547,98,547,body,10,5,Claim,0,none,.  The best way to ensure a flexible earning is getting more jobs ,"[(4, 4)]",2
547,98,547,body,11,0,none,0,none,.,none,-1
547,98,547,body,12,6,Premise,5,Support,"Last but not least ,  corporational policy to to pay less to inferiors is another reason that drives labours to work on different sectors ","[(3, 4), (5, 4)]",0
547,98,547,body,13,0,none,0,none,. </para-body>,none,-1
548,98,548,conclusion,1,0,none,0,none,<para-conclusion>,none,-1
548,98,548,conclusion,2,1,MajorClaim,0,none,"For the reasons mentioned above , I believe that  people are now more conscious to gain more educational qualification and also are more interested to work on various fields simultaneously to earn more and support themselves ",[],0
548,98,548,conclusion,3,0,none,0,none,. </para-conclusion>,none,-1
550,99,550,intro,1,0,none,0,none,"<para-intro> Computer is a modern device that is useful for human life . People use computer particularly for work , study , even for communication . However , many people argue that computer more give obstacle than a help in social life . Other sides believe that it becomes prominent thing , and they cannot do anything without that device .",none,-1
550,99,550,intro,2,1,MajorClaim,0,none,"However , I strongly believe that  computer can influence society , and people ' s lives have already been controlled by device ",[],0
550,99,550,intro,3,0,none,0,none,. </para-intro>,none,-1
551,99,551,body,1,0,none,0,none,<para-body>,none,-1
551,99,551,body,2,1,Claim,0,none,I would argue that  this modern device has been a major hindrance to some people ,"[(0, 0)]",2
551,99,551,body,3,0,none,0,none,,none,-1
551,99,551,body,4,2,Premise,4,Support,.  A study conducted by Mediabank shows that majority of Australian adults do not socialize with their families and friends as much as they used to ,"[(3, 0), (1, 3)]",0
551,99,551,body,5,0,none,0,none,,none,-1
551,99,551,body,6,3,Premise,2,Support,", due to the fact that  they spend almost nine hours a day dealing with computers as to produce efficient time in working ","[(3, 0), (1, 3), (2, 1)]",0
551,99,551,body,7,0,none,0,none,.,none,-1
551,99,551,body,8,4,Premise,1,Support,"As it can be seen from the example ,  the idea that computers could be a help has been neglected ","[(3, 0)]",0
551,99,551,body,9,0,none,0,none,. </para-body>,none,-1
552,99,552,body,1,0,none,0,none,<para-body>,none,-1
552,99,552,body,2,1,Claim,0,none,"However ,  using computer can make people easier to complete their work ","[(0, 0)]",2
